player_id,player_name,team,season,week,position,fantasy_points_ppr,targets,receptions,receiving_yards,receiving_tds,games,snap_share,route_participation,target_share,air_yard_share
00-0034827,D.Moore,CAR,2020,1,WR,9.4,9,4,54.0,0,,,,,
00-0031547,D.Parker,MIA,2020,1,WR,8.7,4,4,47.0,0,,,,,
00-0034860,D.Pettis,SF,2020,1,WR,0.0,1,0,0.0,0,,,,,
00-0034273,D.Ratley,NYG,2020,1,WR,0.0,1,0,0.0,0,,,,,
00-0032775,D.Robinson,KC,2020,1,WR,5.0,6,3,20.0,0,,,,,
00-0035535,D.Slayton,NYG,2020,1,WR,28.200000000000003,9,6,102.0,2,,,,,
00-0027685,E.Sanders,NO,2020,1,WR,10.5,5,3,15.0,1,,,,,
00-0036247,F.Swain,SEA,2020,1,WR,2.7,1,1,17.0,0,,,,,
00-0036196,G.Davis,BUF,2020,1,WR,3.6,2,2,16.0,0,,,,,
00-0033733,G.Ward,PHI,2020,1,WR,8.1,7,5,31.0,0,,,,,
00-0034983,H.Renfrow,LV,2020,1,WR,4.1,2,2,21.0,0,,,,,
00-0036357,H.Ruggs,LV,2020,1,WR,9.600000000000001,5,3,55.0,0,,,,,
00-0033471,I.Ford,MIA,2020,1,WR,3.3,5,2,13.0,0,,,,,
00-0033466,I.McKenzie,BUF,2020,1,WR,4.7,3,3,17.0,0,,,,,
00-0033572,J.Agnew,DET,2020,1,WR,0.0,1,0,0.0,0,,,,,
00-0031051,J.Brown,BUF,2020,1,WR,19.0,10,6,70.0,1,,,,,
00-0031941,J.Crowder,NYJ,2020,1,WR,24.5,13,7,115.0,1,,,,,
00-0027150,J.Edelman,NE,2020,1,WR,13.0,7,5,57.0,0,,,,,
00-0032791,J.Grant,MIA,2020,1,WR,5.5,3,3,25.0,0,,,,,
00-0035414,J.Guyton,LAC,2020,1,WR,2.6,1,1,16.0,0,,,,,
00-0036398,J.Hightower,PHI,2020,1,WR,0.8,4,1,-2.0,0,,,,,
00-0036322,J.Jefferson,MIN,2020,1,WR,4.6,3,2,26.0,0,,,,,
00-0036407,J.Jeudy,DEN,2020,1,WR,9.600000000000001,8,4,56.0,0,,,,,
00-0027944,J.Jones,ATL,2020,1,WR,24.700000000000003,12,9,157.0,0,,,,,
00-0031382,J.Landry,CLE,2020,1,WR,11.100000000000001,6,5,61.0,0,,,,,
00-0036387,J.Reagor,PHI,2020,1,WR,6.5,4,1,55.0,0,,,,,
00-0033943,J.Reynolds,LA,2020,1,WR,2.7,1,1,17.0,0,,,,,
00-0033460,J.Ross,CIN,2020,1,WR,3.7,5,2,17.0,0,,,,,
00-0033857,J.Smith-Schuster,PIT,2020,1,WR,24.9,6,6,69.0,2,,,,,
00-0034676,J.Washington,PIT,2020,1,WR,11.4,3,2,34.0,1,,,,,
00-0034386,J.Watson,TB,2020,1,WR,1.6,2,1,6.0,0,,,,,
00-0034426,J.Wims,CHI,2020,1,WR,7.1,2,1,1.0,1,,,,,
00-0030279,K.Allen,LAC,2020,1,WR,7.7,8,4,37.0,0,,,,,
00-0033307,K.Bourne,SF,2020,1,WR,5.4,5,2,34.0,0,,,,,
00-0033681,K.Cole,JAX,2020,1,WR,15.7,5,5,47.0,1,,,,,
00-0034854,K.Hodge,CLE,2020,1,WR,2.2,3,1,12.0,0,,,,,
00-0032464,K.Raymond,TEN,2020,1,WR,0.0,2,0,0.0,0,,,,,
00-0030085,K.Stills,HOU,2020,1,WR,0.0,2,0,0.0,0,,,,,
00-0022921,L.Fitzgerald,ARI,2020,1,WR,7.4,5,4,34.0,0,,,,,
00-0036268,L.Shenault,JAX,2020,1,WR,13.7,4,3,37.0,1,,,,,
00-0035703,M.Boykin,BAL,2020,1,WR,6.7,4,3,37.0,0,,,,,
00-0035662,M.Brown,BAL,2020,1,WR,15.100000000000001,6,5,101.0,0,,,,,
00-0031408,M.Evans,TB,2020,1,WR,7.2,4,1,2.0,1,,,,,
00-0034764,M.Gallup,DAL,2020,1,WR,8.0,5,3,50.0,0,,,,,
00-0033094,M.Hall,DET,2020,1,WR,3.6,2,1,26.0,0,,,,,
00-0035140,M.Hardman,KC,2020,1,WR,1.6,1,1,6.0,0,,,,,
00-0029293,M.Jones,DET,2020,1,WR,9.5,8,4,55.0,0,,,,,
00-0036252,M.Pittman,IND,2020,1,WR,3.0,2,2,10.0,0,,,,,
00-0032765,M.Thomas,NO,2020,1,WR,4.7,5,3,17.0,0,,,,,
00-0033114,M.Thomas,CIN,2020,1,WR,3.7,3,2,17.0,0,,,,,
00-0034272,M.Valdes-Scantling,GB,2020,1,WR,19.6,6,4,96.0,1,,,,,
00-0033536,M.Williams,LAC,2020,1,WR,10.9,9,4,69.0,0,,,,,
